Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue+,"2,643","2,855","3,008","3,191","3,339","3,497","3,531","3,537","3,477","3,441","3,508","3,667","3,721"
Interest,"1,285","1,434","1,533","1,645","1,739","1,796","1,916","1,951","1,913","1,960","1,956","2,009","2,049"
Expenses+,"1,651","1,698","2,063","2,004","1,990","2,000","2,239","2,837","2,472","2,275","2,240","2,420","2,448"
Financing Profit,-293,-276,-588,-458,-390,-300,-624,"-1,251",-908,-794,-688,-762,-776
Financing Margin %,-11%,-10%,-20%,-14%,-12%,-9%,-18%,-35%,-26%,-23%,-20%,-21%,-21%
Other Income+,684,694,713,777,876,775,928,"1,074","1,001","1,071",934,"1,052","1,070"
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,390,418,125,320,486,475,304,-177,93,277,245,289,294
Tax %,24%,24%,-165%,23%,25%,26%,24%,-127%,7%,23%,22%,21%,17%
Net Profit+,299,319,331,245,364,351,232,47,87,214,192,228,244
EPS in Rs,4.98,5.33,5.51,4.06,6.02,5.79,3.81,0.78,1.43,3.52,3.14,3.69,3.95
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
