Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue+,"5,012","5,350","5,791","6,085","6,339","6,728","7,006","7,265","7,108","7,151","7,216","7,360","7,947"
Interest,"2,938","3,255","3,544","3,760","3,936","4,212","4,393","4,570","4,456","4,540","4,429","4,401","4,402"
Expenses+,"1,574","1,634","1,661","1,814","1,917","2,048","2,149","2,349","2,265","2,506","2,519","2,595","3,017"
Financing Profit,500,461,586,511,486,468,463,346,386,105,267,365,528
Financing Margin %,10%,9%,10%,8%,8%,7%,7%,5%,5%,1%,4%,5%,7%
Other Income+,768,741,757,908,810,936,"1,010",931,"1,047","1,164","1,105","1,143","1,186"
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,"1,269","1,202","1,343","1,420","1,296","1,404","1,473","1,277","1,434","1,270","1,373","1,507","1,714"
Tax %,26%,26%,26%,25%,25%,26%,25%,26%,23%,25%,26%,25%,19%
Net Profit+,964,894,"1,007","1,067",996,"1,047","1,115",951,"1,120",951,"1,023","1,125","1,392"
EPS in Rs,4.51,4.16,4.23,4.26,3.99,4.20,4.47,3.85,4.44,3.74,4.03,4.44,5.44
Gross NPA %,2.35%,2.37%,2.27%,2.28%,2.11%,,,,,,,,
Net NPA %,0.73%,0.74%,0.68%,0.68%,0.63%,,,,,,,,
Raw PDF,,,,,,,,,,,,,
